Date,Energy Source,Renewable Generation
2021-03-18,Wind,30.62
2021-03-19,Biomass,58.034
2021-03-19,Geothermal,15.58
2021-03-19,Hydro,109.45400000000001
2021-03-19,Photovoltaic,74.199
2021-03-19,Wind,20.914
2021-03-20,Biomass,49.765
2021-03-20,Geothermal,15.600000000000001
2021-03-20,Hydro,91.735
2021-03-20,Photovoltaic,61.043
2021-03-20,Wind,56.328
2021-03-21,Biomass,39.544
2021-03-21,Geothermal,15.600000000000001
2021-03-21,Hydro,76.724
2021-03-21,Photovoltaic,68.32300000000001
2021-03-21,Wind,115.965
2021-03-22,Biomass,48.145
2021-03-22,Geothermal,15.5
2021-03-22,Hydro,100.548
2021-03-22,Photovoltaic,81.628
2021-03-22,Wind,127.568
2021-03-23,Biomass,50.791
2021-03-23,Geothermal,15.440000000000001
2021-03-23,Hydro,99.536
2021-03-23,Photovoltaic,86.613
2021-03-23,Wind,132.687
2021-03-24,Biomass,50.037
2021-03-24,Geothermal,15.36
2021-03-24,Hydro,97.218
2021-03-24,Photovoltaic,91.204
2021-03-24,Wind,85.115
2021-03-25,Biomass,51.766999999999996
2021-03-25,Geothermal,15.120000000000001
2021-03-25,Hydro,99.88799999999999
2021-03-25,Photovoltaic,94.627
2021-03-25,Wind,41.911
2021-03-26,Biomass,52.2
2021-03-26,Geothermal,15.120000000000001
2021-03-26,Hydro,99.777
2021-03-26,Photovoltaic,91.095
2021-03-26,Wind,27.175
2021-03-27,Biomass,43.403999999999996
2021-03-27,Geothermal,15.120000000000001
2021-03-27,Hydro,85.965
2021-03-27,Photovoltaic,63.444
2021-03-27,Wind,47.964999999999996
2021-03-28,Biomass,38.921
2021-03-28,Geothermal,14.49
2021-03-28,Hydro,80.876
2021-03-28,Photovoltaic,88.235
2021-03-28,Wind,8.997
2021-03-29,Biomass,51.381
2021-03-29,Geothermal,15.120000000000001
2021-03-29,Hydro,97.983
2021-03-29,Photovoltaic,93.106
2021-03-29,Wind,22.601
2021-03-30,Biomass,47.032
2021-03-30,Geothermal,15.17
2021-03-30,Hydro,101.26
2021-03-30,Photovoltaic,98.902
2021-03-30,Wind,56.586
2021-03-31,Biomass,48.707
2021-03-31,Geothermal,15.34
2021-03-31,Hydro,109.679
2021-03-31,Photovoltaic,97.938
2021-03-31,Wind,29.427
2021-04-01,Biomass,48.509
2021-04-01,Geothermal,15.35
2021-04-01,Hydro,122.9
2021-04-01,Photovoltaic,97.392
2021-04-01,Wind,20.72
2021-04-02,Biomass,40.863
2021-04-02,Geothermal,15.22
2021-04-02,Hydro,133.876
2021-04-02,Photovoltaic,100.105
2021-04-02,Wind,47.494
2021-04-03,Biomass,37.257
2021-04-03,Geothermal,15.120000000000001
2021-04-03,Hydro,132.124
2021-04-03,Photovoltaic,71.895
2021-04-03,Wind,69.118
2021-04-04,Biomass,35.329
2021-04-04,Geothermal,15.530000000000001
2021-04-04,Hydro,110.834
2021-04-04,Photovoltaic,87.002
2021-04-04,Wind,84.657
2021-04-05,Biomass,38.162
2021-04-05,Geothermal,15.540000000000001
2021-04-05,Hydro,112.315
2021-04-05,Photovoltaic,90.72800000000001
2021-04-05,Wind,35.019
2021-04-06,Biomass,45.443
2021-04-06,Geothermal,15.31
2021-04-06,Hydro,121.041
2021-04-06,Photovoltaic,70.538
2021-04-06,Wind,146.04
2021-04-07,Biomass,54.681
2021-04-07,Geothermal,15.5
2021-04-07,Hydro,128.503
2021-04-07,Photovoltaic,80.705
2021-04-07,Wind,105.354
2021-04-08,Biomass,54.242
2021-04-08,Geothermal,15.43
2021-04-08,Hydro,119.056
2021-04-08,Photovoltaic,113.784
2021-04-08,Wind,66.556
2021-04-09,Biomass,55.983
2021-04-09,Geothermal,15.39
2021-04-09,Hydro,114.468
2021-04-09,Photovoltaic,98.589
2021-04-09,Wind,26.776
2021-04-10,Biomass,47.788
2021-04-10,Geothermal,15.46
2021-04-10,Hydro,88.594
2021-04-10,Photovoltaic,58.71
2021-04-10,Wind,50.057
2021-04-11,Biomass,37.953
2021-04-11,Geothermal,15.27
2021-04-11,Hydro,84.738
2021-04-11,Photovoltaic,36.113
2021-04-11,Wind,58.201
2021-04-12,Biomass,54.957
2021-04-12,Geothermal,14.92
2021-04-12,Hydro,138.131
2021-04-12,Photovoltaic,38.186
2021-04-12,Wind,64.566
2021-04-13,Biomass,57.260000000000005
2021-04-13,Geothermal,14.94
2021-04-13,Hydro,140.185
2021-04-13,Photovoltaic,72.961
2021-04-13,Wind,97.95
2021-04-14,Biomass,55.338
2021-04-14,Geothermal,15.36
2021-04-14,Hydro,125.671
2021-04-14,Photovoltaic,92.798
2021-04-14,Wind,50.791
2021-04-15,Biomass,56.932
2021-04-15,Geothermal,15.280000000000001
2021-04-15,Hydro,118.49
2021-04-15,Photovoltaic,73.245
2021-04-15,Wind,20.576999999999998
2021-04-16,Biomass,53.207
2021-04-16,Geothermal,15.23
2021-04-16,Hydro,110.209
2021-04-16,Photovoltaic,69.899
2021-04-16,Wind,59.419
2021-04-17,Biomass,43.232
2021-04-17,Geothermal,15.36
2021-04-17,Hydro,89.553
2021-04-17,Photovoltaic,85.654
2021-04-17,Wind,65.813
2021-04-18,Biomass,44.26
2021-04-18,Geothermal,15.36
2021-04-18,Hydro,89.11500000000001
2021-04-18,Photovoltaic,79.898
2021-04-18,Wind,18.671
2021-04-19,Biomass,59.866
2021-04-19,Geothermal,15.36
2021-04-19,Hydro,113.339
2021-04-19,Photovoltaic,79.667
2021-04-19,Wind,42.566
2021-04-20,Biomass,63.172
2021-04-20,Geothermal,15.18
2021-04-20,Hydro,109.401
2021-04-20,Photovoltaic,96.624
2021-04-20,Wind,27.246
2021-04-21,Biomass,59.222
2021-04-21,Geothermal,15.36
2021-04-21,Hydro,98.314
2021-04-21,Photovoltaic,89.56700000000001
2021-04-21,Wind,36.177
2021-04-22,Biomass,57.091
2021-04-22,Geothermal,15.18
2021-04-22,Hydro,82.709
2021-04-22,Photovoltaic,68.379
2021-04-22,Wind,39.74
2021-04-23,Biomass,51.264
2021-04-23,Geothermal,15.31
2021-04-23,Hydro,82.801
2021-04-23,Photovoltaic,81.6
2021-04-23,Wind,55.091
2021-04-24,Biomass,37.753
2021-04-24,Geothermal,15.36
2021-04-24,Hydro,88.325
2021-04-24,Photovoltaic,104.50500000000001
2021-04-24,Wind,81.472
2021-04-25,Biomass,36.33
2021-04-25,Geothermal,15.33
2021-04-25,Hydro,92.672
2021-04-25,Photovoltaic,112.303
2021-04-25,Wind,22.169
2021-04-26,Biomass,49.557
2021-04-26,Geothermal,15.32
2021-04-26,Hydro,111.732
2021-04-26,Photovoltaic,66.217
2021-04-26,Wind,43.761
2021-04-27,Biomass,51.122
2021-04-27,Geothermal,15.25
2021-04-27,Hydro,117.782
2021-04-27,Photovoltaic,48.018
2021-04-27,Wind,36.301
2021-04-28,Biomass,53.737
2021-04-28,Geothermal,15.11
2021-04-28,Hydro,112.266
2021-04-28,Photovoltaic,73.26
2021-04-28,Wind,23.641
2021-04-29,Biomass,53.031
2021-04-29,Geothermal,15.36
2021-04-29,Hydro,122.07
2021-04-29,Photovoltaic,51.394999999999996
2021-04-29,Wind,34.8
2021-04-30,Biomass,53.643
2021-04-30,Geothermal,15.35
2021-04-30,Hydro,133.976
2021-04-30,Photovoltaic,81.977
2021-04-30,Wind,23.709
2021-05-01,Biomass,52.176
2021-05-01,Geothermal,15.46
2021-05-01,Hydro,118.66499999999999
2021-05-01,Photovoltaic,43.835
2021-05-01,Wind,88.928
2021-05-02,Biomass,44.074
2021-05-02,Geothermal,15.620000000000001
2021-05-02,Hydro,132.874
2021-05-02,Photovoltaic,100.518
2021-05-02,Wind,74.174
2021-05-03,Biomass,56.724000000000004
2021-05-03,Geothermal,15.65
2021-05-03,Hydro,148.325
2021-05-03,Photovoltaic,97.089
2021-05-03,Wind,40.89
2021-05-04,Biomass,64.203
2021-05-04,Geothermal,15.55
2021-05-04,Hydro,152.3
2021-05-04,Photovoltaic,87.353
2021-05-04,Wind,21.883
2021-05-05,Biomass,56.528
2021-05-05,Geothermal,15.38
2021-05-05,Hydro,144.678
2021-05-05,Photovoltaic,90.836
2021-05-05,Wind,77.936
2021-05-06,Biomass,58.829
2021-05-06,Geothermal,15.450000000000001
2021-05-06,Hydro,144.04500000000002
2021-05-06,Photovoltaic,100.846
2021-05-06,Wind,84.278
2021-05-07,Biomass,55.198
2021-05-07,Geothermal,15.52
2021-05-07,Hydro,148.876
2021-05-07,Photovoltaic,95.102
2021-05-07,Wind,97.418
2021-05-08,Biomass,44.463
2021-05-08,Geothermal,15.56
2021-05-08,Hydro,127.076
2021-05-08,Photovoltaic,111.157
2021-05-08,Wind,56.606
2021-05-09,Biomass,43.454
2021-05-09,Geothermal,15.47
2021-05-09,Hydro,116.029
2021-05-09,Photovoltaic,114.175
2021-05-09,Wind,25.469
2021-05-10,Biomass,51.431
2021-05-10,Geothermal,14.74
2021-05-10,Hydro,157.312
2021-05-10,Photovoltaic,106.715
2021-05-10,Wind,28.746000000000002
2021-05-11,Biomass,56.454
2021-05-11,Geothermal,14.59
2021-05-11,Hydro,186.84
2021-05-11,Photovoltaic,56.468
2021-05-11,Wind,51.753
2021-05-12,Biomass,52.58
2021-05-12,Geothermal,14.64
2021-05-12,Hydro,175.194
2021-05-12,Photovoltaic,94.75
2021-05-12,Wind,112.07
2021-05-13,Biomass,43.977
2021-05-13,Geothermal,14.64
2021-05-13,Hydro,191.74099999999999
2021-05-13,Photovoltaic,88.242
2021-05-13,Wind,114.91
2021-05-14,Biomass,41.089
2021-05-14,Geothermal,14.67
2021-05-14,Hydro,206.931
2021-05-14,Photovoltaic,74.016
2021-05-14,Wind,76.938
2021-05-15,Biomass,33.693
2021-05-15,Geothermal,14.77
2021-05-15,Hydro,165.324
2021-05-15,Photovoltaic,89.168
2021-05-15,Wind,80.166
2021-05-16,Biomass,34.806
2021-05-16,Geothermal,14.75
2021-05-16,Hydro,157.027
2021-05-16,Photovoltaic,59.243
2021-05-16,Wind,80.951
2021-05-17,Biomass,46.486
2021-05-17,Geothermal,14.65
2021-05-17,Hydro,182.104
2021-05-17,Photovoltaic,106.595
2021-05-17,Wind,109.793
2021-05-18,Biomass,50.251
2021-05-18,Geothermal,14.879999999999999
2021-05-18,Hydro,186.757
2021-05-18,Photovoltaic,110.882
2021-05-18,Wind,67.423
2021-05-19,Biomass,46.961
2021-05-19,Geothermal,14.85
2021-05-19,Hydro,182.68200000000002
2021-05-19,Photovoltaic,102.835
2021-05-19,Wind,109.857
2021-05-20,Biomass,47.2
2021-05-20,Geothermal,14.719999999999999
2021-05-20,Hydro,176.52100000000002
2021-05-20,Photovoltaic,112.83
2021-05-20,Wind,92.023
2021-05-21,Biomass,47.222
2021-05-21,Geothermal,14.66
2021-05-21,Hydro,172.322
2021-05-21,Photovoltaic,110.414
2021-05-21,Wind,44.26
2021-05-22,Biomass,36.16
2021-05-22,Geothermal,14.629999999999999
2021-05-22,Hydro,155.93200000000002
2021-05-22,Photovoltaic,82.45
2021-05-22,Wind,88.69
2021-05-23,Biomass,36.868
2021-05-23,Geothermal,14.64
2021-05-23,Hydro,135.891
2021-05-23,Photovoltaic,93.656
2021-05-23,Wind,56.0
2021-05-24,Biomass,54.222
2021-05-24,Geothermal,14.64
2021-05-24,Hydro,172.588
2021-05-24,Photovoltaic,57.359
2021-05-24,Wind,57.931
2021-05-25,Biomass,48.68
2021-05-25,Geothermal,14.82
2021-05-25,Hydro,166.70499999999998
2021-05-25,Photovoltaic,111.46
2021-05-25,Wind,66.329
2021-05-26,Biomass,50.775
2021-05-26,Geothermal,14.7
2021-05-26,Hydro,176.695
2021-05-26,Photovoltaic,112.517
2021-05-26,Wind,29.339
2021-05-27,Biomass,52.738
2021-05-27,Geothermal,14.59
2021-05-27,Hydro,173.286
2021-05-27,Photovoltaic,108.39699999999999
2021-05-27,Wind,29.152
2021-05-28,Biomass,47.989
2021-05-28,Geothermal,14.65
2021-05-28,Hydro,162.727
2021-05-28,Photovoltaic,114.93299999999999
2021-05-28,Wind,34.991
2021-05-29,Biomass,39.571
2021-05-29,Geothermal,15.700000000000001
2021-05-29,Hydro,145.915
2021-05-29,Photovoltaic,104.756
2021-05-29,Wind,10.865
2021-05-30,Biomass,37.47
2021-05-30,Geothermal,15.84
2021-05-30,Hydro,141.072
2021-05-30,Photovoltaic,95.15
2021-05-30,Wind,43.983
2021-05-31,Biomass,42.42
2021-05-31,Geothermal,14.74
2021-05-31,Hydro,173.352
2021-05-31,Photovoltaic,107.962
2021-05-31,Wind,46.037
2021-06-01,Biomass,39.401
2021-06-01,Geothermal,14.41
2021-06-01,Hydro,164.093
2021-06-01,Photovoltaic,115.711
2021-06-01,Wind,36.145
2021-06-02,Biomass,38.451
2021-06-02,Geothermal,15.440000000000001
2021-06-02,Hydro,157.974
2021-06-02,Photovoltaic,97.935
2021-06-02,Wind,14.449
2021-06-03,Biomass,45.119
2021-06-03,Geothermal,15.780000000000001
2021-06-03,Hydro,162.162
2021-06-03,Photovoltaic,113.566
2021-06-03,Wind,11.261
2021-06-04,Biomass,48.097
2021-06-04,Geothermal,15.71
2021-06-04,Hydro,176.565
2021-06-04,Photovoltaic,114.359
2021-06-04,Wind,14.044
2021-06-05,Biomass,38.39
2021-06-05,Geothermal,15.700000000000001
2021-06-05,Hydro,170.67000000000002
2021-06-05,Photovoltaic,80.41499999999999
2021-06-05,Wind,43.548
2021-06-06,Biomass,33.466
2021-06-06,Geothermal,15.67
2021-06-06,Hydro,167.141
2021-06-06,Photovoltaic,80.638
2021-06-06,Wind,45.606
2021-06-07,Biomass,48.496
2021-06-07,Geothermal,15.04
2021-06-07,Hydro,197.909
2021-06-07,Photovoltaic,81.385
2021-06-07,Wind,28.057000000000002
2021-06-08,Biomass,50.161
2021-06-08,Geothermal,14.9
2021-06-08,Hydro,206.012
2021-06-08,Photovoltaic,81.12
2021-06-08,Wind,33.301
2021-06-09,Biomass,48.603
2021-06-09,Geothermal,15.07
2021-06-09,Hydro,196.439
2021-06-09,Photovoltaic,105.619
2021-06-09,Wind,46.717
2021-06-10,Biomass,45.484
2021-06-10,Geothermal,15.11
2021-06-10,Hydro,209.396
2021-06-10,Photovoltaic,101.554
2021-06-10,Wind,46.557
2021-06-11,Biomass,46.074
2021-06-11,Geothermal,15.22
2021-06-11,Hydro,211.97
2021-06-11,Photovoltaic,97.548
2021-06-11,Wind,33.795
2021-06-12,Biomass,33.584
2021-06-12,Geothermal,15.2
2021-06-12,Hydro,186.085
2021-06-12,Photovoltaic,108.792
2021-06-12,Wind,37.338
2021-06-13,Biomass,32.432
2021-06-13,Geothermal,15.120000000000001
2021-06-13,Hydro,183.438
2021-06-13,Photovoltaic,113.18599999999999
2021-06-13,Wind,26.287
2021-06-14,Biomass,45.42
2021-06-14,Geothermal,15.01
2021-06-14,Hydro,215.031
2021-06-14,Photovoltaic,111.29
2021-06-14,Wind,37.807
2021-06-15,Biomass,48.746
2021-06-15,Geothermal,14.97
2021-06-15,Hydro,207.185
2021-06-15,Photovoltaic,114.212
2021-06-15,Wind,39.542
2021-06-16,Biomass,55.785
2021-06-16,Geothermal,14.97
2021-06-16,Hydro,213.525
2021-06-16,Photovoltaic,100.389
2021-06-16,Wind,13.64
2021-06-17,Biomass,57.025
2021-06-17,Geothermal,14.9
2021-06-17,Hydro,211.497
2021-06-17,Photovoltaic,110.127
2021-06-17,Wind,13.488999999999999
2021-06-18,Biomass,56.316
2021-06-18,Geothermal,15.05
2021-06-18,Hydro,204.987
2021-06-18,Photovoltaic,99.433
2021-06-18,Wind,15.009
2021-06-19,Biomass,38.243
2021-06-19,Geothermal,15.04
2021-06-19,Hydro,185.946
2021-06-19,Photovoltaic,95.292
2021-06-19,Wind,29.857
2021-06-20,Biomass,37.255
2021-06-20,Geothermal,15.02
2021-06-20,Hydro,182.698
2021-06-20,Photovoltaic,81.898
2021-06-20,Wind,30.366
2021-06-21,Biomass,50.935
2021-06-21,Geothermal,14.91
2021-06-21,Hydro,198.867
2021-06-21,Photovoltaic,94.124
2021-06-21,Wind,45.894999999999996
2021-06-22,Biomass,56.866
2021-06-22,Geothermal,14.87
2021-06-22,Hydro,216.423
2021-06-22,Photovoltaic,105.803
2021-06-22,Wind,38.382
2021-06-23,Biomass,62.061
2021-06-23,Geothermal,15.41
2021-06-23,Hydro,219.042
2021-06-23,Photovoltaic,91.92
2021-06-23,Wind,18.698
2021-06-24,Biomass,58.76
2021-06-24,Geothermal,15.27
2021-06-24,Hydro,208.734
2021-06-24,Photovoltaic,91.222
2021-06-24,Wind,48.461
2021-06-25,Biomass,54.143
2021-06-25,Geothermal,15.25
2021-06-25,Hydro,200.304
2021-06-25,Photovoltaic,97.607
2021-06-25,Wind,46.239
2021-06-26,Biomass,40.153999999999996
2021-06-26,Geothermal,15.5
2021-06-26,Hydro,171.5
2021-06-26,Photovoltaic,104.083
2021-06-26,Wind,23.45
2021-06-27,Biomass,38.795
2021-06-27,Geothermal,15.59
2021-06-27,Hydro,153.94
2021-06-27,Photovoltaic,105.321
2021-06-27,Wind,12.379
2021-06-28,Biomass,54.912
2021-06-28,Geothermal,15.19
2021-06-28,Hydro,190.457
2021-06-28,Photovoltaic,103.49
2021-06-28,Wind,25.938
2021-06-29,Biomass,56.939
2021-06-29,Geothermal,15.0
2021-06-29,Hydro,193.58
2021-06-29,Photovoltaic,98.07
2021-06-29,Wind,42.867
2021-06-30,Biomass,55.712
2021-06-30,Geothermal,15.13
2021-06-30,Hydro,173.536
2021-06-30,Photovoltaic,101.705
2021-06-30,Wind,59.036
2021-07-01,Biomass,50.098
2021-07-01,Geothermal,15.27
2021-07-01,Hydro,163.405
2021-07-01,Photovoltaic,108.291
2021-07-01,Wind,84.632
2021-07-02,Biomass,49.247
2021-07-02,Geothermal,15.49
2021-07-02,Hydro,188.608
2021-07-02,Photovoltaic,107.567
2021-07-02,Wind,47.999
2021-07-03,Biomass,40.59
2021-07-03,Geothermal,15.56
2021-07-03,Hydro,156.222
2021-07-03,Photovoltaic,98.852
2021-07-03,Wind,29.119
2021-07-04,Biomass,36.41
2021-07-04,Geothermal,15.46
2021-07-04,Hydro,124.012
2021-07-04,Photovoltaic,69.618
2021-07-04,Wind,58.717
2021-07-05,Biomass,47.027
2021-07-05,Geothermal,15.23
2021-07-05,Hydro,153.066
2021-07-05,Photovoltaic,104.494
2021-07-05,Wind,68.474
2021-07-06,Biomass,52.376999999999995
2021-07-06,Geothermal,15.280000000000001
2021-07-06,Hydro,170.148
2021-07-06,Photovoltaic,105.826
2021-07-06,Wind,20.552
2021-07-07,Biomass,53.861
2021-07-07,Geothermal,15.26
2021-07-07,Hydro,182.013
2021-07-07,Photovoltaic,104.803
2021-07-07,Wind,9.887
2021-07-08,Biomass,54.549
2021-07-08,Geothermal,15.22
2021-07-08,Hydro,173.764
2021-07-08,Photovoltaic,79.684
2021-07-08,Wind,17.754
2021-07-09,Biomass,47.231
2021-07-09,Geothermal,15.36
2021-07-09,Hydro,170.589
2021-07-09,Photovoltaic,110.654
2021-07-09,Wind,41.396
2021-07-10,Biomass,39.7
2021-07-10,Geothermal,15.26
2021-07-10,Hydro,159.871
2021-07-10,Photovoltaic,111.42
2021-07-10,Wind,33.357
2021-07-11,Biomass,32.902
2021-07-11,Geothermal,15.21
2021-07-11,Hydro,135.884
2021-07-11,Photovoltaic,111.36
2021-07-11,Wind,42.56
2021-07-12,Biomass,49.639
2021-07-12,Geothermal,15.18
2021-07-12,Hydro,180.161
2021-07-12,Photovoltaic,102.459
2021-07-12,Wind,24.102
2021-07-13,Biomass,52.126
2021-07-13,Geothermal,15.18
2021-07-13,Hydro,170.207
2021-07-13,Photovoltaic,71.059
2021-07-13,Wind,60.046
2021-07-14,Biomass,46.518
2021-07-14,Geothermal,15.31
2021-07-14,Hydro,163.206
2021-07-14,Photovoltaic,98.454
2021-07-14,Wind,104.589
2021-07-15,Biomass,46.072
2021-07-15,Geothermal,15.35
2021-07-15,Hydro,169.674
2021-07-15,Photovoltaic,95.795
2021-07-15,Wind,90.356
2021-07-16,Biomass,47.765
2021-07-16,Geothermal,15.27
2021-07-16,Hydro,173.839
2021-07-16,Photovoltaic,74.141
2021-07-16,Wind,67.864
2021-07-17,Biomass,40.253
2021-07-17,Geothermal,15.25
2021-07-17,Hydro,148.847
2021-07-17,Photovoltaic,66.082
2021-07-17,Wind,40.504
2021-07-18,Biomass,32.85
2021-07-18,Geothermal,15.21
2021-07-18,Hydro,139.22
2021-07-18,Photovoltaic,80.613
2021-07-18,Wind,65.457
2021-07-19,Biomass,47.505
2021-07-19,Geothermal,14.85
2021-07-19,Hydro,167.075
2021-07-19,Photovoltaic,92.963
2021-07-19,Wind,58.518
2021-07-20,Biomass,52.681
2021-07-20,Geothermal,15.24
2021-07-20,Hydro,180.474
2021-07-20,Photovoltaic,104.891
2021-07-20,Wind,46.267
2021-07-21,Biomass,55.192
2021-07-21,Geothermal,15.11
2021-07-21,Hydro,162.863
2021-07-21,Photovoltaic,105.168
2021-07-21,Wind,29.719
2021-07-22,Biomass,53.282
2021-07-22,Geothermal,15.15
2021-07-22,Hydro,164.214
2021-07-22,Photovoltaic,104.052
2021-07-22,Wind,43.946
2021-07-23,Biomass,55.079
2021-07-23,Geothermal,15.120000000000001
2021-07-23,Hydro,177.935
2021-07-23,Photovoltaic,103.521
2021-07-23,Wind,14.998
2021-07-24,Biomass,42.281
2021-07-24,Geothermal,15.08
2021-07-24,Hydro,164.267
2021-07-24,Photovoltaic,96.756
2021-07-24,Wind,20.682
2021-07-25,Biomass,38.434
2021-07-25,Geothermal,15.0
2021-07-25,Hydro,124.113
2021-07-25,Photovoltaic,73.438
2021-07-25,Wind,48.533
2021-07-26,Biomass,49.224000000000004
2021-07-26,Geothermal,14.73
2021-07-26,Hydro,186.617
2021-07-26,Photovoltaic,68.549
2021-07-26,Wind,44.751
2021-07-27,Biomass,51.602
2021-07-27,Geothermal,14.96
2021-07-27,Hydro,196.079
2021-07-27,Photovoltaic,78.886
2021-07-27,Wind,22.498
2021-07-28,Biomass,51.61
2021-07-28,Geothermal,15.1
2021-07-28,Hydro,186.566
2021-07-28,Photovoltaic,92.66
2021-07-28,Wind,33.237
2021-07-29,Biomass,50.023
2021-07-29,Geothermal,15.03
2021-07-29,Hydro,169.855
2021-07-29,Photovoltaic,103.084
2021-07-29,Wind,52.998
2021-07-30,Biomass,51.605
2021-07-30,Geothermal,15.02
2021-07-30,Hydro,186.879
2021-07-30,Photovoltaic,98.1
2021-07-30,Wind,37.739
2021-07-31,Biomass,41.426
2021-07-31,Geothermal,14.68
2021-07-31,Hydro,159.153
2021-07-31,Photovoltaic,93.983
2021-07-31,Wind,39.653999999999996
2021-08-01,Biomass,36.51
2021-08-01,Geothermal,14.879999999999999
2021-08-01,Hydro,142.075
2021-08-01,Photovoltaic,78.182
2021-08-01,Wind,90.924
2021-08-02,Biomass,51.761
2021-08-02,Geothermal,14.879999999999999
2021-08-02,Hydro,172.466
2021-08-02,Photovoltaic,92.628
2021-08-02,Wind,61.267
2021-08-03,Biomass,52.813
2021-08-03,Geothermal,14.86
2021-08-03,Hydro,187.164
2021-08-03,Photovoltaic,87.081
2021-08-03,Wind,62.984
2021-08-04,Biomass,57.186
2021-08-04,Geothermal,14.78
2021-08-04,Hydro,176.52
2021-08-04,Photovoltaic,70.073
2021-08-04,Wind,64.129
2021-08-05,Biomass,49.728
2021-08-05,Geothermal,14.81
2021-08-05,Hydro,175.343
2021-08-05,Photovoltaic,91.321
2021-08-05,Wind,122.296
2021-08-06,Biomass,46.947
2021-08-06,Geothermal,14.84
2021-08-06,Hydro,182.383
2021-08-06,Photovoltaic,102.341
2021-08-06,Wind,75.514
2021-08-07,Biomass,40.037
2021-08-07,Geothermal,14.73
2021-08-07,Hydro,164.435
2021-08-07,Photovoltaic,97.549
2021-08-07,Wind,31.378999999999998
2021-08-08,Biomass,36.022999999999996
2021-08-08,Geothermal,14.61
2021-08-08,Hydro,159.925
2021-08-08,Photovoltaic,93.275
2021-08-08,Wind,63.032000000000004
2021-08-09,Biomass,43.93
2021-08-09,Geothermal,14.49
2021-08-09,Hydro,173.545
2021-08-09,Photovoltaic,95.913
2021-08-09,Wind,39.54
2021-08-10,Biomass,44.869
2021-08-10,Geothermal,15.06
2021-08-10,Hydro,180.013
2021-08-10,Photovoltaic,88.971
2021-08-10,Wind,38.227000000000004
2021-08-11,Biomass,48.839
2021-08-11,Geothermal,15.09
2021-08-11,Hydro,183.601
2021-08-11,Photovoltaic,90.643
2021-08-11,Wind,43.061
2021-08-12,Biomass,51.111000000000004
2021-08-12,Geothermal,15.11
2021-08-12,Hydro,181.261
2021-08-12,Photovoltaic,97.903
2021-08-12,Wind,34.375
2021-08-13,Biomass,50.581
2021-08-13,Geothermal,15.120000000000001
2021-08-13,Hydro,177.293
2021-08-13,Photovoltaic,91.366
2021-08-13,Wind,12.69
2021-08-14,Biomass,41.306
2021-08-14,Geothermal,15.03
2021-08-14,Hydro,162.853
2021-08-14,Photovoltaic,100.719
2021-08-14,Wind,18.875
2021-08-15,Biomass,43.615
2021-08-15,Geothermal,15.06
2021-08-15,Hydro,169.221
2021-08-15,Photovoltaic,98.731
2021-08-15,Wind,12.746
2021-08-16,Biomass,44.083
2021-08-16,Geothermal,14.719999999999999
2021-08-16,Hydro,172.219
2021-08-16,Photovoltaic,91.07900000000001
2021-08-16,Wind,64.49
2021-08-17,Biomass,40.228
2021-08-17,Geothermal,14.879999999999999
2021-08-17,Hydro,150.486
2021-08-17,Photovoltaic,100.037
2021-08-17,Wind,75.813
2021-08-18,Biomass,41.817
2021-08-18,Geothermal,14.75
2021-08-18,Hydro,154.861
2021-08-18,Photovoltaic,98.269
2021-08-18,Wind,55.532
2021-08-19,Biomass,44.605
2021-08-19,Geothermal,14.98
2021-08-19,Hydro,148.622
2021-08-19,Photovoltaic,99.885
2021-08-19,Wind,28.802
2021-08-20,Biomass,44.515
2021-08-20,Geothermal,14.95
2021-08-20,Hydro,141.993
2021-08-20,Photovoltaic,97.655
2021-08-20,Wind,18.523
2021-08-21,Biomass,37.980000000000004
2021-08-21,Geothermal,15.0
2021-08-21,Hydro,129.224
2021-08-21,Photovoltaic,99.772
2021-08-21,Wind,24.612000000000002
2021-08-22,Biomass,41.723
2021-08-22,Geothermal,15.02
2021-08-22,Hydro,130.473
2021-08-22,Photovoltaic,96.363
2021-08-22,Wind,20.873
2021-08-23,Biomass,47.327
2021-08-23,Geothermal,14.68
2021-08-23,Hydro,153.407
2021-08-23,Photovoltaic,77.367
2021-08-23,Wind,59.074
2021-08-24,Biomass,52.158
2021-08-24,Geothermal,14.61
2021-08-24,Hydro,150.293
2021-08-24,Photovoltaic,84.747
2021-08-24,Wind,22.65
2021-08-25,Biomass,54.531
2021-08-25,Geothermal,14.89
2021-08-25,Hydro,158.374
2021-08-25,Photovoltaic,88.289
2021-08-25,Wind,22.773
2021-08-26,Biomass,52.658
2021-08-26,Geothermal,15.06
2021-08-26,Hydro,149.456
2021-08-26,Photovoltaic,89.54899999999999
2021-08-26,Wind,26.513
2021-08-27,Biomass,51.88
2021-08-27,Geothermal,15.18
2021-08-27,Hydro,132.409
2021-08-27,Photovoltaic,80.999
2021-08-27,Wind,90.861
2021-08-28,Biomass,40.029
2021-08-28,Geothermal,15.21
2021-08-28,Hydro,112.419
2021-08-28,Photovoltaic,77.964
2021-08-28,Wind,63.801
2021-08-29,Biomass,32.466
2021-08-29,Geothermal,15.24
2021-08-29,Hydro,98.076
2021-08-29,Photovoltaic,97.698
2021-08-29,Wind,46.533
2021-08-30,Biomass,50.663
2021-08-30,Geothermal,15.24
2021-08-30,Hydro,131.08599999999998
2021-08-30,Photovoltaic,90.068
